,text,labels
11844,"Although animal studies are needed to confirm these mechanisms in vivo , our results may pave the way for developing novel therapeutic strategies for ovarian cancer .
",
11845,"Objective .
",
11846,"The present study was performed to investigate the effect of N-desulfated heparin on basic fibroblast growth factor ( bFGF ) expression , tumor angiogenesis and metastasis of gastric carcinoma .
",
11847,"Methods .
",
11848,"Human gastric cancer SGC-7901 tissues were orthotopically implanted into the stomach of NOD SCID mice .
",
11849,"Twenty mice were randomly divided into two groups which received either intravenous injection of 0.9% NaCl solution ( normal saline group ) or 10 mg/kg N-desulfated heparin ( N-desulfated heparin group ) twice weekly for three weeks .
",
11850,"In vitro , human gastric carcinoma SGC-7901 cells were treated with N-desulfated heparin in different concentration ( 0.1 mg/mL , 1 mg/mL , N-desulfated heparin group ) , and treated with medium ( control group ) .
",
11851,"Results .
",
11852,"In vivo , the tumor metastasis rates were 9/10 in normal saline group and 2/10 in N-desulfated heparin group ( P < 0.05 ) .
",Activating invasion and metastasis--Metastasis
11853,"The intratumoral microvessel density was higher in normal saline group than in N-desulfated heparin group ( P < 0.05). bFGF expression in gastric tissue was inhibited by N-desulfated heparin ( P < 0.05 ) .
",
11854,"There was no bleeding in N-desulfated heparin group .
",
11855,"In vitro , N-desulfated heparin inhibited significantly bFGF protein and mRNA expression of gastric carcinoma cells ( P < 0.05 ) .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
11856,"Conclusions .
",
11857,"N-desulfated heparin can inhibit the metastasis of gastric cancer through inhibiting tumor bFGF expression and tumor angiogenesis with no obvious anticoagulant activity .
","Activating invasion and metastasis--Metastasis,Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors"
11858,"OBJECTIVES Lymph node metastasis is among the most important prognostic factors for patients with esophageal squamous cell carcinoma after curative esophagectomy ; however , the extent of lymphadenectomy is still controversial .
",
11859,"The objective of the present study was to determine the frequency of lymphatic metastases and to study the pattern of lymph node metastasis in a large study population .
",
11860,"METHODS The data from 1361 patients with thoracic esophageal squamous cell carcinoma who underwent curative R0 esophagectomy were retrospectively examined .
",
11861,"Logistic regression analysis was used to identify the factors associated with lymph node metastasis .
",
11862,"RESULTS Of the 1361 patients , 714 ( 52.5% ) were found to have lymph node metastasis .
",Activating invasion and metastasis--Metastasis
11863,"The frequency of lymph node metastasis increased as the tumor invasion increased .
",Activating invasion and metastasis--Metastasis
11864,"Paratracheal nodes were the most frequent metastasis nodes ( 15.9% ) .
",Activating invasion and metastasis--Metastasis
11865,"The frequency of lymph node metastasis was 9.8% in the neck , 18.0% in the upper mediastinum , 18.9% in the middle mediastinum , 11.8% in the lower mediastinum , and 28.4% in the abdomen .
",Activating invasion and metastasis--Metastasis
11866,"Of these 714 patients , 424 ( 31.2% ) presented with 1 field involvement , 255 ( 18.7% ) with 2 fields , and 35 ( 2.6% ) with 3 fields involvement .
",
11867,"Logistic regression analysis revealed tumor length ( P<.001 ) , tumor invasion ( P<.001 ) , tumor differentiation ( P=.003 ) , and lymphovascular invasion ( P<.001 ) were risk factors for lymph node metastasis .
",Activating invasion and metastasis--
11868,"Tumor location ( P<.001 ) , tumor invasion ( P=.003 ) , lymphovascular invasion ( P=.004 ) , and paratracheal lymph node involvement ( P=.002 ) were identified as risk factors for cervical lymph node metastasis .
",Activating invasion and metastasis--
11869,"CONCLUSIONS Metastases were more frequent in the abdomen than in the neck .
",Activating invasion and metastasis--Metastasis
11870,"Total mediastinal and upper abdominal lymphadenectomy should be carefully conducted .
",
11871,"Certain factors , such as tumor location , depth of tumor invasion , lymphovascular invasion , and paratracheal lymph node involvement , might be helpful in determining the need to perform cervical lymphadenectomy in individual patients .
",
11872,"MDSCs and Tregs play an essential role in the immunosuppressive networks that contribute to tumor-immune evasion .
",
11873,"The mechanisms by which tumors promote the expansion and/or function of these suppressive cells and the cross-talk between MDSC and Treg remain incompletely defined .
",
11874,"Previous reports have suggested that MDSC may contribute to Treg induction in cancer .
",
11875,"Herein , we provide evidence that tumor-induced gr-MDSCs , endowed with the potential of suppressing conventional T Lc , surprisingly impair TGF-β1-mediated generation of CD4(+)CD25(+)FoxP3(+) iTregs .
","Avoiding immune destruction--Immune response,Sustaining proliferative signaling--Growth factors growth promoting signals--"
11876,"Furthermore , gr-MDSCs impede the proliferation of nTregs without , however , affecting FoxP3 expression .
",
11877,"Suppression of iTreg differentiation from na�ve CD4(+) cells by gr-MDSC occurs early in the polarization process , requires inhibition of early T cell activation , and depends on ROS and IDO but does not require arginase 1 , iNOS , NO , cystine/cysteine depletion , PD-1 and PD-L1 signaling , or COX-2 .
",
11878,"These findings thus indicate that gr-MDSCs from TB hosts have the unanticipated ability to restrict immunosuppressive Tregs .
",Avoiding immune destruction--Immunosuppression
11879,"The human asparaginase-like protein 1 ( hASRGL1 ) catalyzes the hydrolysis of l-asparagine and isoaspartyl-dipeptides .
",
11880,"As an N-terminal nucleophile ( Ntn ) hydrolase superfamily member , the active form of hASRGL1 is generated by an intramolecular cleavage step with Thr168 as the catalytic residue .
",
11881,"However , in vitro , autoprocessing is incomplete ( fettering the biophysical characterization of hASRGL1 .
",
11882,"We circumvented this obstacle by constructing a circularly permuted hASRGL1 that uncoupled the autoprocessing reaction , allowing us to kinetically and structurally characterize this enzyme and the precursor-like hASRGL1-Thr168Ala variant .
",
11883,"Crystallographic and biochemical evidence suggest an activation mechanism where a torsional restraint on the Thr168 side chain helps drive the intramolecular processing reaction .
",
11884,"Cleavage and formation of the active site releases the torsional restriction on Thr168 , which is facilitated by a small conserved Gly-rich loop near the active site that allows the conformational changes necessary for activation .
",
11885,"BACKGROUND Cholangiocarcinoma , a type of malignant tumor , originates from epithelial cells of the bile duct .
",
11886,"Perineural invasion is common path for cholangiocarcinoma metastasis , and it is highly correlated with postoperative recurrence and poor prognosis .
",
11887,"It has been reported that muscarinic acetylcholine receptor M3 ( mAChR M3 ) is widely expressed in digestive tract cancer , and may play an important role in the proliferation , differentiation , transformation and carcinogenesis of tumors .
",
11888,"This study was to explore the effect of mAChR M3 on the growth of cholangiocarcinoma cells in vitro and provide a new approach to the pathogenesis and treatment of cholangiocarcinoma .
",
11889,"METHODS Streptavidin-biotin complex immunohistochemistry was carried out to assess the expression of mAChR M3 in surgical specimens of cholangiocarcinomas ( 40 cases ) and normal bile duct tissues ( 9 ) , as well as to investigate nerve infiltration .
",
11890,"The cholangiocarcinoma cells were treated with different concentrations of selective M-receptor agonist pilocarpine and M-receptor blocker atropine sulfate to induce changes in cell proliferation .
",
11891,"The experimental data were analyzed by the Chi-square test .
",
11892,"RESULTS The strongly-positive expression rate of mAChR M3 was much higher in poorly-differentiated ( 69% , 9/13 ) than in well- and moderately-differentiated cholangiocarcinomas ( 30% , 8/27 ) ( X2=5.631 , P<0.05 ) .
",
11893,"The strongly-positive mAChR M3 expression rate in hilar cholangiocarcinoma ( 50% , 14/28 ) was higher than that in cholangiocarcinomas from the middle and lower common bile duct ( 25% , 3/12 ) ( X2=2.148 , P<0.05 ) .
",
11894,"Cholangiocarcinomas with distant metastasis had a strongly-positive expression rate ( 75% , 9/12 ) , which was much higher than those without distant metastasis ( 29% , 8/28 ) ( X2=7.410 , P<0.01 ) .
",Activating invasion and metastasis--Metastasis
11895,"The absorbance value in the pilocarpine+atropine group was significantly higher than the corresponding value in the pilocarpine group .
",
11896,"CONCLUSIONS The expression of mAChR M3 is influenced by the extent of differentiation , distant metastasis and the site of cholangiocarcinoma .
",Activating invasion and metastasis--Metastasis
11897,"It also plays a key role in the proliferation and metastasis of cholangiocarcinoma .
",Activating invasion and metastasis--Metastasis
11898,"Hypoxia-inducible factor ( HIF ) 1α and 2α are transcription factors responsible for the cellular response to hypoxia .
",
11899,"The functional roles of HIF1α and HIF2α in cancer are distinct and vary among different tumor types .
",
11900,"The aim of this study was to evaluate the compartment-specific role(s) of HIF1α and HIF2α in breast cancer .
",
11901,"To this end , immortalized human fibroblasts and MDA-MB-231 breast cancer cells carrying constitutively active HIF1α or HIF2α mutants were analyzed with respect to their metabolic function(s) and ability to promote tumor growth in an in vivo setting .
",
11902,"We observed that activation of HIF1α , but not HIF2α , in stromal cells promotes a shift toward aerobic glycolysis , with increased L-lactate production and a loss of mitochondrial activity .
",
11903,"In a xenograft model , HIF1α-activated fibroblasts promoted the tumor growth of co-injected MDA-MB-231 cells without an increase in angiogenesis .
",
11904,"Conversely , HIF2α-activated stromal cells did not favor tumor growth and behaved as the empty vector controls .
",
11905,"Similarly , activation of HIF1α , but not HIF2α , in MDA-MB-231 cells promoted a shift toward aerobic glycolysis , with increased glucose uptake and L-lactate production .
",
11906,"In contrast , HIF2α activation in cancer cells increased the expression of EGFR , Ras and cyclin D1 , which are known markers of tumor growth and cell cycle progression .
",
11907,"In a xenograft model , HIF1α activation in MDA-MB-231 cells acted as a tumor suppressor , resulting in an almost 2-fold reduction in tumor mass and volume .
",
11908,"Interestingly , HIF2α activation in MDA-MB-231 cells induced a significant in tumor mass and volume .
",
11909,"Analysis of mitochondrial activity in these tumor xenografts using COX ( cytochrome C oxidase ) staining demonstrated elevated mitochondrial oxidative metabolism ( OXPHOS ) in HIF2α-tumors .
",
11910,"We conclude that the role(s) of HIF1α and HIF2α in tumorigenesis are compartment-specific .
",
11911,"HIF1α acts as a tumor promoter in stromal cells but as a tumor suppressor in cancer cells .
",
11912,"Conversely , HIF2α is a tumor promoter in cancer cells .
",
11913,"Mechanistically , HIF1α-driven aerobic glycolysis in stromal cells supports cancer cell growth via the paracrine production of nutrients ( such as L-lactate ) that can "" feed "" cancer cells .
",
11914,"However , HIF1α-driven aerobic glycolysis in cancer cells inhibits tumor growth .
",
11915,"Finally , HIF2α activation in cancer cells induces the expression of known pro-oncogenic molecules and promotes the mitochondrial activity of cancer cells .
",
11916,"Osteopetrosis , a disorder of skeletal bone , can cause death during childhood .
",
11917,"We previously described a new spontaneous autosomal recessive osteopetrosis mouse mutant , "" new toothless "" ( ntl ) .
",
11918,"In this study , we reported for the first time the identification , cloning and characterization of the coiled-coil domain-containing 154 ( CCDC154 ) , a novel gene whose deletion of kb sequence including exons 1-6 was completely linked to the ntl mutant .
",
11919,"The CCDC154 was conserved between mouse and human and is wildly expressed in mouse tissues .
",
11920,"The cellular localization of CCDC154 was in the early endosomes .
",
11921,"Overexpression of CCDC154 inhibited cell proliferation of HEK293 cells by inducing G 2/M arrest .
",
11922,"CCDC154 also inhibited tumor cell growth , and the soft agar assay revealed a significant decrease of the colony size of Hela cells upon transfection of CCDC154 .
",
11923,"Our results indicate that CCDC154 is a novel osteopetrosis-related gene involved in cell cycle regulation and tumor suppression growth .
",
11924,"Colorectal cancer represents one of the most challenging diseases .
",
11925,"Increasing evidence indicates that aberrant expression of microRNAs ( miRNAs ) is related to pathogenesis of colorectal cancer .
",
11926,"Cancer cells reprogram metabolic pathways to sustain higher proliferation rates .
",
11927,"Whether mechanisms underlying the role of miRNA in colorectal cancer are involved in metabolic reprogramming and the mechanisms through which miRNAs alter cancer metabolism are as yet unknown .
",
11928,"Herein , we show that miR-124 , miR-137 and miR-340 are associated with poor prognosis of colorectal cancer .
",
11929,"Expression of these miRNAs inhibits the growth of colorectal cancer cells .
",
11930,"PKM ( pyruvate kinase isozyme ) alternative splicing proteins ( PTB1/hnRNAPA1/hnRNAPA2 ) , which control the inclusion of exon 9 ( PKM1 ) or exon 10 ( PKM2 ) , are targeted by miR-124 , miR-137 and miR-340 .
",
11931,"Consequently , miR-124 , miR-137 and miR-340 switch PKM gene expression from PKM2 to PKM1 .
",
11932,"High ratios of PKM1/PKM2 inhibit the glycolysis rate , but elevate the glucose flux into oxidative phosphorylation .
",Cellular energetics--Glycolysis/Warburg effect
11933,"These results demonstrate that miRNAs ( miR-124 , miR-137 and miR-340 ) impair colorectal cancer growth by counteracting the Warburg effect due to regulating alternative splicing of the PKM gene .
",Cellular energetics--Glycolysis/Warburg effect
11934,"Mesenchymal stem cells ( MSCs ) are generally used in tissue engineering , regenerative medicine and therapy for immune disorder disease .
",
11935,"MSCs are also employed as drug carriers for tumor therapy due to their ability to migrate to tumor tissue .
",
11936,"However , due to the immunosuppressive function of MSCs , the application of MSCs in prostate cancer therapy remains limited .
",
11937,"In this study , we investigated the underlying mechanism by which MSCs enable prostate cancer cells to escape from immune surveillance in the inflammatory microenvironment .
",
11938,"Firstly , we demonstrated that compared with the control groups , MSCs pretreated with IL-1α effectively promoted the growth of the mouse prostate cancer cell line RM-1 invivo .
",
11939,"Furthermore , when RM-1 prostate cancer cells were co-injected with MSCs pretreated with IL-1α , tumor incidence significantly increased in allogeneic recipients .
",
11940,"In addition , we investigated the mechanism through which MSCs promote the ability of RM-1 cells to escape from immune injury .
",
11941,"The results revealed that IL-1α led to the upregulation of TGF-β in MSCs .
",Sustaining proliferative signaling--Growth factors growth promoting signals--
11942,"The inflammatory cytokine-induced promotive effect of MSCs on RM-1 cells in vivo was inhibited by TGF-β siRNA .
",Tumor promoting inflammation--Inflammation--
11943,"The results of our study suggest that inflammatory cytokines induce the immunosuppressive function of MSCs which enables prostate cancer cells to escape from immune injury .
","Tumor promoting inflammation--Inflammation--,Avoiding immune destruction--Immunosuppression"
11944,"Glioblastoma is one of the most lethal and common malignant human brain tumors , with aggressive proliferation and highly invasive properties .
",
11945,"Honokiol derived from Magnolia officinalis is able to cross the blood-brain barrier ( BBB ) and the blood-cerebrospinal fluid barrier ( BCSFB ) , suggesting a strong possibility that it could be an effective drug for the treatment of brain tumors , including glioblastoma .
",
11946,"Thus , we investigated the effects of honokiol on the expression of adhesion molecules in TNF-α-stimulated endothelial cells , and cancer growth and invasion were determined in T98G human glioblastoma cells .
",
11947,"Honokiol dose-dependently inhibited the expression of intercellular adhesion molecule-1 ( ICAM-1 ) and vascular cell adhesion molecule-1 ( VCAM-1 ) in human umbilical vein endothelial cells ( HUVECs ) stimulated with TNF-α for 6 h .
",
11948,"Pretreatment with honokiol significantly reduced the adhesion of T98G cells to HUVECs .
",
11949,"Moreover , honokiol inhibited the invasion of T98G cells , suggesting that honokiol has an anti-metastatic effect .
","Activating invasion and metastasis--Invasion,Activating invasion and metastasis--Metastasis"
11950,"In addition , honokiol increased the cytotoxicity of T98G cells in a dose- and time-dependent manner as assayed by MTT .
",
11951,"TUNEL assay showed that honokiol significantly induced apoptosis in T98G cells at doses of 10 �M or more .
",Resisting cell death--Apoptosis
11952,"The induction of apoptotic cell death was mediated by the downregulation of the anti-apoptotic protein Bcl-2 and the upregulation of the pro-apoptotic protein Bax .
",Resisting cell death--Apoptosis
11953,"Taken together , the results of this study suggest that honokiol exerts an anticancer effect by preventing metastasis and inducing apoptotic cell death of brain tumor cells .
","Activating invasion and metastasis--Metastasis,Resisting cell death--Apoptosis"
11954,"IFN-γ is a master regulator of the immune responses that occur in the transplanted kidney , acting both on the immune system and on the graft itself .
",
11955,"The cellular responses to IFN-γ are complex , and emerging evidence suggests that IFN-γ may regulate autophagic functions .
",
11956,"Conversely , autophagy modulates innate and adaptive immune functions in various contexts .
",
11957,"In this study , we identify a novel mechanism by which IFN-γ activates autophagy in human kidney epithelial cells and provide new insights into how autophagy regulates immune functions in response to IFN-γ .
","Resisting cell death--Autophagy,Tumor promoting inflammation--Immune response"
11958,"Our results indicate that IFN-γ promotes tryptophan depletion , activates the eIF2α kinase general control nonderepressible-2 ( GCN2 ) , and leads to an increase in the autophagic flux .
",Resisting cell death--Autophagy
11959,"Further , tryptophan supplementation and RNA interference directed against GCN2 inhibited IFN-γ-induced autophagy .
",Resisting cell death--Autophagy
11960,"This process is of functional relevance because autophagy regulates the secretion of inflammatory cytokines and growth factors by human kidney epithelial cells in response to IFN-γ .
",Tumor promoting inflammation--Inflammation--
11961,"These findings assign to IFN-γ a novel function in the regulation of autophagy , which , in turn , modulates IFN-γ-induced secretion of inflammatory cytokines .
","Resisting cell death--Autophagy,Tumor promoting inflammation--Inflammation--"
11962,"Pathological features of amyotrophic lateral sclerosis ( ALS ) include , in addition to selective motor neuron ( MN ) degeneration , the occurrence of protein aggregates , mitochondrial dysfunction and astrogliosis .
",
11963,"SOD1 mutations cause rare familial forms of ALS and have provided the most widely studied animal models .
",
11964,"Relatively recent studies implicating another protein , TDP-43 , in familial and sporadic forms of ALS have led to the development of new animal models .
",
11965,"More recently , mutations in the valosin-containing protein ( VCP ) gene linked to the human genetic disease , Inclusion Body Myopathy associated with Paget's disease of bone and frontotemporal dementia ( IBMPFD ) , were found also to be associated with ALS in some patients .
",
11966,"A heterozygous knock-in VCP mouse model of IBMPFD ( VCP(R155H/+) ) exhibited muscle , bone and brain pathology characteristic of the human disease .
",
11967,"We have undertaken studies of spinal cord pathology in VCP(R155H/+) mice and find age-dependent degeneration of ventral horn MNs , TDP-43-positive cytosolic inclusions , mitochondrial aggregation and progressive astrogliosis .
",
11968,"Aged animals ( months ) show electromyography evidence of denervation consistent with the observed MN loss .
",
11969,"Although these animals do not develop rapidly progressive fatal ALS-like disease during their lifespans , they recapitulate key pathological features of both human disease and other animal models of ALS , and may provide a valuable new model for studying events preceding onset of catastrophic disease .
",
11970,"BACKGROUND Nephronophthisis ( NPHP ) as a cause of cystic kidney disease is the most common genetic cause of progressive renal failure in children and young adults .
",
11971,"NPHP is characterized by abnormal and/or loss of function of proteins associated with primary cilia .
",
11972,"Previously , we characterized an autosomal recessive phenotype of cystic kidney disease in the Lewis Polycystic Kidney ( LPK ) rat .
",
11973,"RESULTS In this study , quantitative trait locus analysis was used to define a Mbp region on rat chromosome 10q25 harbouring the lpk mutation .
",
11974,"Targeted genome capture and next-generation sequencing of this region identified a non-synonymous mutation R650C in the NIMA ( never in mitosis gene a)- related kinase 8 ( Nek8 ) gene .
",
11975,"This is a novel Nek8 mutation that occurs within the regulator of chromosome condensation 1 ( RCC1)-like region of the protein .
",
11976,"Specifically , the R650C substitution is located within a G[QRC]LG repeat motif of the predicted seven bladed beta-propeller structure of the RCC1 domain .
",
11977,"The rat Nek8 gene is located in a region syntenic to portions of human chromosome 17 and mouse 11 .
",
11978,"Scanning electron microscopy confirmed abnormally long cilia on LPK kidney epithelial cells , and fluorescence immunohistochemistry for Nek8 protein revealed altered cilia localisation .
",
11979,"CONCLUSIONS When assessed relative to other Nek8 NPHP mutations , our results indicate the whole propeller structure of the RCC1 domain is important , as the different mutations cause comparable phenotypes .
",
11980,"This study establishes the LPK rat as a novel model system for NPHP and further consolidates the link between cystic kidney disease and cilia proteins .
",
11981,"Altered p53 protein is prevalently associated with the pathologic class of triple-negative breast cancers and loss of p53 function has recently been linked to the induction of an epithelial-mesenchymal transition ( EMT ) and acquisition of stemness properties .
",
11982,"We explored the association between TP53 mutational status and expression of some genes involved in the canonical TGF-\u03b2 signaling pathway ( the most potent EMT inducer ) and in two early EMT associated events : loss of cell polarity and acquisition of stemness-associated features .
",
11983,"We used a publicly accessible microarray dataset consisting of 251 p53-sequenced primary breast cancers .
",
11984,"Statistical analysis indicated that mutant p53 tumors ( especially those harboring a severe mutation ) were consistent with the aggressive class of triple-negative cancers and that , differently from cell cultures , surgical tumors underexpressed some TGF-\u03b2 related transcription factors known as involved in EMT ( ID1 , ID4 , SMAD3 , SMAD4 , SMAD5 , ZEB1 ) .
","Sustaining proliferative signaling--Growth factors growth promoting signals--,Activating invasion and metastasis--Invasion,Genomic instability and mutation--Mutation"
11985,"These unexpected findings suggest an interesting relationship between p53 mutation , mammary cell dedifferentiation , and the concomitant acquisition of stemlike properties ( as indicated by the overexpression of PROM1 and NOTCH1 genes ) , which improve tumor cells aggressiveness as indicated by the overexpression of genes associated with cell proliferation ( CDK4 , CDK6 , MKI67 ) and migration ( CXCR4 , MMP1 ) .
","Activating invasion and metastasis--Invasion,Genomic instability and mutation--Mutation"
11986,"Breast cancer metastasis is the most common cause of cancer-related death in women .
",
11987,"Thus , seeking targets of breast tumor cells is an attractive goal towards improving clinical treatment .
",
11988,"The present study showed that CCL18 from tumor-associated macrophages could promote breast cancer metastasis via PITPNM3 .
",Activating invasion and metastasis--Metastasis
11989,"In addition , we found that pachymic acid ( PA ) could dose-dependently inhibit migration and invasion of MDA-MB-231 cells , with or without rCCL18 stimulation .
",Activating invasion and metastasis--Invasion
11990,"Furthermore , evidence was obtained that PA could suppress the phosphorylation of PITPNM3 and the combination of CCL18 and PITPNM3 .
",
11991,"Therefore , we speculate that PA could inhibit breast cancer metastasis via PITPNM3 .
",Activating invasion and metastasis--Metastasis
11992,"The calcium-calmodulin activated kinase CaMKII mediates many forms of learning and memory .
",
11993,"Activity-regulated translocation of CaMKII to synapses is important for its functions in synaptic plasticity .
",
11994,"Here , we tested the role of the NMDA receptor subunit GluN2B in recruiting CaMKII\u03b1 to synapses with different paradigms : global bath stimulation of NMDA receptors , a chemical long term potentiation ( cLTP ) protocol that selectively activates synaptic NMDA receptors , or local stimulation of NMDA receptors at a contiguous set of synapses that triggers a propagating synaptic accumulation of CaMKII .
",
11995,"Global or cLTP-induced synaptic accumulation of CaMKII\u03b1 occurred in wild-type but not sister GluN2B -/- cultured mouse hippocampal neurons .
",
11996,"Expression of YFP-GluN2B , but not a similar level of YFP-GluN2A , rescued global and cLTP-induced CaMKII\u03b1 translocation .
",
11997,"Using chimeric constructs , the pore-forming extracellular and membrane domains of GluN2A combined with the cytoplasmic tail of GluN2B were sufficient to rescue CaMKII\u03b1 translocation , whereas the reverse chimera was ineffective .
",
11998,"Furthermore , the dual point mutation R1300Q,S1303D in GluN2B that blocks interaction of this high affinity site with CaMKII abolished rescue .
",
11999,"Thus , CaMKII binding to GluN2B is required for global and cLTP-induced synaptic accumulation of CaMKII\u03b1 .
",
12000,"However , surprisingly , locally induced propagating synaptic accumulation of CaMKII\u03b1 occurred normally in GluN2B -/- neurons , indistinguishably from wild-type .
",
12001,"Thus , synaptic trapping of CaMKII during locally induced propagating translocation occurs by different mechanisms and molecular partners compared with global stimulation and cLTP paradigms .
",
12002,"These findings underscore the complex regulatory properties and molecular interactions of CaMKII\u03b1 , a key player in synaptic plasticity .
",
12003,"The insulin-like growth factor ( IGF ) pathway represents one of the most studied molecular regulatory networks in oncology .
",
12004,"Clinical trials investigating the therapeutic value of anti-IGF1 receptor ( IGF1R ) therapies in cancer , including prostate cancer , are ongoing .
",
12005,"However , the multiple functions of the IGF network in the prostate are not entirely known .
",
12006,"To elucidate the effects of IGF and insulin ( INS ) on prostate cells , we stimulated prostate cancer ( PC3 , DU145 , LNCaP , DUCaP ) and noncancerous prostate cells ( EP156T , RWPE-1 ) and observed differing responses : whereas cancer cells responded to IGF and INS exposure by way of enhanced cell proliferation and glucose consumption , basal to luminal differentiation was induced in noncancerous cells .
",
12007,"The same diverse responses were observed when the growth factor receptors IGF1R or INSR were overexpressed .
",Sustaining proliferative signaling--Receptors
12008,"Down-regulation of IGF1R or INSR isoform A ( INSRA ) also inhibited only proliferation of cancer cells .
",Sustaining proliferative signaling--Receptors
12009,"The proliferative response induced by the INSR in cancer cells was mediated solely by the INSRA .
",
12010,"Moreover we observed that the receptors of the IGF network mutually influence their expression and exert redundant functions , thus underscoring the functional molecular network formed by IGF , INS , IGF1R , and INSR .
",Sustaining proliferative signaling--Receptors
12011,"Collectively we found that both IGF1R and INSRA have oncogenic effects in prostate cancer , but the IGF network also has important physiological functions in the noncancerous prostate .
","Sustaining proliferative signaling--Growth factors growth promoting signals--,Sustaining proliferative signaling--Receptors"
12012,"These data provide new insights into the biology of the IGF network in the prostate , thereby facilitating the design and interpretation of clinical studies investigating IGF1R targeting agents .
",
12013,"Domestic dog breeds have undergone intense selection for a variety of morphologic features , including size .
",
12014,"Among small-dog breeds , defined as those averaging less than in. at the withers , there remains still considerable variation in body size .
",
12015,"Yet essentially all such dogs are fixed for the same allele at the insulin-like growth factor 1 gene , which we and others previously found to be a size locus of large effect .
",
12016,"In this study we sought to identify additional genes that contribute to tiny size in dogs using an association scan with the single nucleotide polymorphism ( SNP ) dataset CanMap , in which 915 purebred dogs were genotyped at 60,968 SNP markers .
",
12017,"Our strongest association for tiny size ( defined as breed-average height not more than 10 in. at the withers ) was on canine chromosome 3 ( p = 1.9 × 10(-70) ) .
",
12018,"Fine mapping revealed a nonsynonymous SNP at chr3:44,706,389 that changes a highly conserved arginine at amino acid 204 to histidine in the insulin-like growth factor 1 receptor ( IGF1R ) .
",
12019,"This mutation is predicted to prevent formation of several hydrogen bonds within the cysteine-rich domain of the receptor's ligand-binding extracellular subunit .
",
12020,"Nine of 13 tiny dog breeds carry the mutation and many dogs are homozygous for it .
",
12021,"This work underscores the central importance of the IGF1 pathway in controlling the tremendous size diversity of dogs .
",
12022,"5-Thyminyl-5,6-dihydrothymine ( also called spore photoproduct or SP ) is the exclusive DNA photodamage product in bacterial endospores .
",
12023,"It is repaired by a radical SAM ( S-adenosylmethionine ) enzyme , the spore photoproduct lyase ( SPL ) , at the bacterial early germination phase .
",
12024,"Our previous studies proved that SPL utilizes the 5'-dA\u2022 generated by the SAM cleavage reaction to abstract the H(6proR) atom to initiate the SP repair process .
",
12025,"The resulting thymine allylic radical was suggested to take an H atom from an unknown protein source , most likely cysteine 141 .
",
12026,"Here we show that C141 can be readily alkylated in the native SPL by an iodoacetamide treatment , suggesting that it is accessible to the TpT radical .
",
12027,"SP repair by the SPL C141A mutant yields TpTSO(2)(-) and TpT simultaneously from the very beginning of the reaction ; no lag phase is observed for TpTSO(2)(-) formation .
",
12028,"Should any other protein residue serve as the H donor , its presence would result in TpT being the major product at least for the first enzyme turnover .
",
12029,"These observations provide strong evidence to support C141 as the direct H atom donor .
",
12030,"Moreover , because of the lack of this intrinsic H donor , the C141A mutant produces TpT via an unprecedented thymine cation radical reduction ( proton-coupled electron transfer ) process , contrasting to the H atom transfer mechanism in the wild-type ( WT ) SPL reaction .
",
12031,"The C141A mutant repairs SP at a rate that is slower than that of the WT enzyme .
",
12032,"Formation of TpTSO(2)(-) and TpT exhibits a V(max) deuterium kinetic isotope effect ( KIE ) of 1.7 ± 0.2 , which is smaller than the ( D)V(max ) KIE of 2.8 ± 0.3 determined for the WT SPL reaction .
",
12033,"These findings suggest that removing the intrinsic H atom donor disturbs the rate-limiting process during enzyme catalysis .
",
12034,"As expected , the prereduced C141A mutant supports only turnover , which is in sharp contrast to the >5 turnovers exhibited by the WT SPL reaction , suggesting that the enzyme catalytic cycle ( SAM regeneration ) is disrupted by this single mutation .
",
12035,"The hedgehog signaling pathway is important in embryogenesis and post natal development .
",
12036,"Constitutive activation of the pathway due to mutation of pathway components occurs in of medulloblastomas and also in basal cell carcinomas .
",
12037,"In many other malignancies the therapeutic role for hedgehog inhibition though intriguing , based on preclinical data , is far from assured .
",
12038,"Hedgehog inhibition is not an established part of the treatment paradigm of sarcoma but the scientific rationale for a possible benefit is compelling .
",
12039,"In chondrosarcoma there is evidence of hedgehog pathway activation and an ontologic comparison between growth plate chondrocyte differentiation and different chondrosarcoma subtypes .
",
12040,"Immunostaining epiphyseal growth plate for Indian hedgehog is particularly positive in the zone of pre-hypertrophic chondrocytes which correlates ontologically with conventional chondrosarcoma .
",
12041,"In Ewing sarcoma/PNET tumors the Gli1 transcription factor is a direct target of the EWS-FLI1 oncoprotein present in 85% of cases .
",
12042,"In many cases of rhabdomyosarcomas there is increased expression of Gli1 ( Ragazzini et al. , 2004 ) .
",
12043,"Additionally , a third of embryonal rhabdomyosarcomas have loss of Chr.9q22 that encompasses the patched locus ( Bridge et al. , 2000 ) .
",
12044,"The potential to treat osteosarcoma by inhibition of Gli2 and the role of the pathway in ovarian fibromas and other connective tissue tumors is also discussed ( Nagao et al. , 2011 ; Hirotsu et al. , 2010 ) .
",
12045,"Emergence of acquired secondary resistance to targeted therapeutics is an important issue that is also relevant to hedgehog inhibition .
",
12046,"In this context secondary resistance of medulloblastomas to treatment with a smoothened antagonist in two tumor mouse models is examined .
",
